parts	slices	turns	n	omp	N	function	total_time(sec)	time_per_call(ms)	std(%)	calls	global_percentage
45000000	22500	2000	45	1	4	Other	0.23	227.69	0.0	1.0	0.44
45000000	22500	2000	45	1	4	total_time	51.16	51157.85	0.0	1.0	100.0
47000000	23500	2000	47	1	4	comm:bcast	0.32	0.05	26.58	6001.0	0.57
47000000	23500	2000	47	1	4	comm:gather	0.5	500.45	0.0	1.0	0.9
47000000	23500	2000	47	1	4	comm:histo_extra	3.02	1.51	135.08	2000.0	5.38
47000000	23500	2000	47	1	4	comm:recv_task	3.42	0.28	2796.89	12004.0	6.08
47000000	23500	2000	47	1	4	comm:scatter	6.19	6190.0	0.0	1.0	11.01
47000000	23500	2000	47	1	4	comp:drift	8.04	4.02	3.64	2000.0	14.38
47000000	23500	2000	47	1	4	comp:histo	9.99	5.0	3.93	2000.0	17.86
47000000	23500	2000	47	1	4	comp:kick	24.29	12.15	8.29	2000.0	43.43
47000000	23500	2000	47	1	4	Other	0.23	227.41	0.0	1.0	0.41
47000000	23500	2000	47	1	4	total_time	56.0	55998.08	0.0	1.0	100.0
49000000	24500	2000	49	1	4	comm:bcast	0.35	0.06	24.62	6001.0	0.7
49000000	24500	2000	49	1	4	comm:gather	0.53	531.31	0.0	1.0	1.07
49000000	24500	2000	49	1	4	comm:histo_extra	3.5	1.75	119.27	2000.0	7.05
49000000	24500	2000	49	1	4	comm:recv_task	4.05	0.34	1893.39	12004.0	8.16
49000000	24500	2000	49	1	4	comm:scatter	1.51	1509.75	0.0	1.0	3.04
49000000	24500	2000	49	1	4	comp:drift	6.5	3.25	3.58	2000.0	13.09
49000000	24500	2000	49	1	4	comp:histo	9.9	4.95	3.77	2000.0	19.95
49000000	24500	2000	49	1	4	comp:kick	23.07	11.54	7.23	2000.0	46.48
49000000	24500	2000	49	1	4	Other	0.23	224.98	0.0	1.0	0.45
49000000	24500	2000	49	1	4	total_time	49.64	49635.44	0.0	1.0	100.0
51000000	25500	2000	51	1	4	comm:bcast	0.38	0.06	25.64	6001.0	0.6
51000000	25500	2000	51	1	4	comm:gather	0.56	560.94	0.0	1.0	0.89
51000000	25500	2000	51	1	4	comm:histo_extra	17.04	8.52	18.38	2000.0	27.01
51000000	25500	2000	51	1	4	comm:recv_task	4.16	0.35	2244.83	12004.0	6.6
51000000	25500	2000	51	1	4	comm:scatter	1.37	1368.2	0.0	1.0	2.17
51000000	25500	2000	51	1	4	comp:drift	5.4	2.7	3.7	2000.0	8.56
51000000	25500	2000	51	1	4	comp:histo	10.44	5.22	2.56	2000.0	16.55
51000000	25500	2000	51	1	4	comp:kick	23.48	11.74	7.37	2000.0	37.23
51000000	25500	2000	51	1	4	Other	0.24	238.16	0.0	1.0	0.38
51000000	25500	2000	51	1	4	total_time	63.06	63059.65	0.0	1.0	100.0
53000000	26500	2000	53	1	4	comm:bcast	0.35	0.06	23.24	6001.0	0.63
53000000	26500	2000	53	1	4	comm:gather	0.56	557.4	0.0	1.0	0.99
53000000	26500	2000	53	1	4	comm:histo_extra	3.25	1.62	107.8	2000.0	5.78
53000000	26500	2000	53	1	4	comm:recv_task	2.82	0.24	2437.85	12004.0	5.02
53000000	26500	2000	53	1	4	comm:scatter	6.03	6030.26	0.0	1.0	10.69
53000000	26500	2000	53	1	4	comp:drift	7.69	3.85	5.15	2000.0	13.69
53000000	26500	2000	53	1	4	comp:histo	10.4	5.2	2.32	2000.0	18.51
53000000	26500	2000	53	1	4	comp:kick	24.87	12.44	7.55	2000.0	44.27
53000000	26500	2000	53	1	4	Other	0.24	239.28	0.0	1.0	0.43
53000000	26500	2000	53	1	4	total_time	56.22	56218.21	0.0	1.0	100.0
55000000	27500	2000	55	1	4	comm:bcast	0.33	0.06	27.42	6001.0	0.59
55000000	27500	2000	55	1	4	comm:gather	0.59	590.77	0.0	1.0	1.06
55000000	27500	2000	55	1	4	comm:histo_extra	3.44	1.72	127.34	2000.0	6.12
55000000	27500	2000	55	1	4	comm:recv_task	3.64	0.3	2820.72	12004.0	6.46
