parts	slices	turns	n	omp	N	function	total_time(sec)	time_per_call(ms)	std(%)	calls	global_percentage
5000000	2500	2000	9	1	1	comp:histo	5.57	2.78	4.41	2000.0	18.82
5000000	2500	2000	9	1	1	comp:kick	13.93	6.96	13.18	2000.0	47.09
5000000	2500	2000	9	1	1	Other	0.21	210.02	0.0	1.0	0.71
5000000	2500	2000	9	1	1	total_time	29.79	29787.32	0.0	1.0	100.0
5000000	2500	2000	10	1	1	comm:bcast	0.63	0.11	1523.91	6001.0	2.37
5000000	2500	2000	10	1	1	comm:gather	0.07	65.51	0.0	1.0	0.25
5000000	2500	2000	10	1	1	comm:histo_extra	0.5	0.25	211.54	2000.0	1.92
5000000	2500	2000	10	1	1	comm:recv_task	3.56	0.3	4865.21	12004.0	12.73
5000000	2500	2000	10	1	1	comm:scatter	0.96	964.55	0.0	1.0	3.58
5000000	2500	2000	10	1	1	comp:drift	4.05	2.02	3.58	2000.0	15.12
5000000	2500	2000	10	1	1	comp:histo	4.9	2.45	3.26	2000.0	18.38
5000000	2500	2000	10	1	1	comp:kick	11.97	5.98	16.04	2000.0	44.88
5000000	2500	2000	10	1	1	Other	0.21	205.83	0.0	1.0	0.77
5000000	2500	2000	10	1	1	total_time	26.85	26847.35	0.0	1.0	100.0
10000000	5000	2000	1	1	1	comm:bcast	0.36	0.06	30.78	6001.0	0.12
10000000	5000	2000	1	1	1	comm:gather	0.11	112.24	0.0	1.0	0.04
10000000	5000	2000	1	1	1	comm:histo_extra	0.04	0.02	21.83	2000.0	0.01
10000000	5000	2000	1	1	1	comm:recv_task	0.28	0.02	592.65	12004.0	0.09
10000000	5000	2000	1	1	1	comm:scatter	0.16	158.73	0.0	1.0	0.05
10000000	5000	2000	1	1	1	comp:drift	32.61	16.31	9.36	2000.0	10.54
10000000	5000	2000	1	1	1	comp:histo	84.02	42.01	9.66	2000.0	27.15
10000000	5000	2000	1	1	1	comp:kick	191.6	95.8	9.36	2000.0	61.92
10000000	5000	2000	1	1	1	Other	0.28	275.16	0.0	1.0	0.09
10000000	5000	2000	1	1	1	total_time	309.47	309465.76	0.0	1.0	100.0
10000000	5000	2000	2	1	1	comm:bcast	0.34	0.06	21.18	6001.0	0.2
10000000	5000	2000	2	1	1	comm:gather	0.11	104.64	0.0	1.0	0.06
10000000	5000	2000	2	1	1	comm:histo_extra	0.23	0.12	144.82	2000.0	0.13
10000000	5000	2000	2	1	1	comm:recv_task	0.34	0.03	1126.6	12004.0	0.2
10000000	5000	2000	2	1	1	comm:scatter	0.16	160.52	0.0	1.0	0.1
10000000	5000	2000	2	1	1	comp:drift	18.69	9.34	7.57	2000.0	10.99
10000000	5000	2000	2	1	1	comp:histo	45.58	22.79	5.14	2000.0	26.82
10000000	5000	2000	2	1	1	comp:kick	104.25	52.12	5.26	2000.0	61.34
10000000	5000	2000	2	1	1	Other	0.25	248.29	0.0	1.0	0.15
10000000	5000	2000	2	1	1	total_time	169.94	169935.94	0.0	1.0	100.0
10000000	5000	2000	3	1	1	comm:bcast	0.34	0.06	24.98	6001.0	0.29
10000000	5000	2000	3	1	1	comm:gather	0.1	95.04	0.0	1.0	0.08
10000000	5000	2000	3	1	1	comm:histo_extra	0.38	0.19	281.29	2000.0	0.32
10000000	5000	2000	3	1	1	comm:recv_task	0.4	0.03	1098.92	12004.0	0.33
10000000	5000	2000	3	1	1	comm:scatter	0.15	145.1	0.0	1.0	0.12
10000000	5000	2000	3	1	1	comp:drift	14.88	7.44	18.08	2000.0	12.15
10000000	5000	2000	3	1	1	comp:histo	31.82	15.92	7.75	2000.0	26.0
10000000	5000	2000	3	1	1	comp:kick	74.12	37.06	7.53	2000.0	60.54
10000000	5000	2000	3	1	1	Other	0.24	243.27	0.0	1.0	0.2
10000000	5000	2000	3	1	1	total_time	122.43	122426.53	0.0	1.0	100.0
10000000	5000	2000	4	1	1	comm:bcast	0.34	0.06	23.92	6001.0	0.36
10000000	5000	2000	4	1	1	comm:gather	0.1	97.01	0.0	1.0	0.1
10000000	5000	2000	4	1	1	comm:histo_extra	0.44	0.22	317.96	2000.0	0.46
10000000	5000	2000	4	1	1	comm:recv_task	0.48	0.04	2019.04	12004.0	0.5
10000000	5000	2000	4	1	1	comm:scatter	0.15	148.67	0.0	1.0	0.15
10000000	5000	2000	4	1	1	comp:drift	12.98	6.49	13.22	2000.0	13.3
10000000	5000	2000	4	1	1	comp:histo	24.63	12.32	2.84	2000.0	25.23
10000000	5000	2000	4	1	1	comp:kick	58.26	29.14	3.14	2000.0	59.68
10000000	5000	2000	4	1	1	Other	0.24	237.27	0.0	1.0	0.24
10000000	5000	2000	4	1	1	total_time	97.63	97625.82	0.0	1.0	100.0
10000000	5000	2000	5	1	1	comm:bcast	0.33	0.06	22.65	6001.0	0.42
10000000	5000	2000	5	1	1	comm:gather	0.09	88.72	0.0	1.0	0.12
10000000	5000	2000	5	1	1	comm:histo_extra	0.57	0.29	270.2	2000.0	0.73
10000000	5000	2000	5	1	1	comm:recv_task	0.4	0.03	1722.63	12004.0	0.51
10000000	5000	2000	5	1	1	comm:scatter	0.14	142.38	0.0	1.0	0.18
10000000	5000	2000	5	1	1	comp:drift	10.62	5.3	6.9	2000.0	13.73
10000000	5000	2000	5	1	1	comp:histo	19.17	9.59	3.92	2000.0	24.8
10000000	5000	2000	5	1	1	comp:kick	45.78	22.88	4.7	2000.0	59.21
10000000	5000	2000	5	1	1	Other	0.23	230.92	0.0	1.0	0.3
10000000	5000	2000	5	1	1	total_time	77.32	77314.58	0.0	1.0	100.0
10000000	5000	2000	6	1	1	comm:bcast	0.34	0.06	23.43	6001.0	0.48
10000000	5000	2000	6	1	1	comm:gather	0.09	88.76	0.0	1.0	0.12
10000000	5000	2000	6	1	1	comm:histo_extra	0.55	0.28	345.42	2000.0	0.8
10000000	5000	2000	6	1	1	comm:recv_task	1.52	0.12	2909.05	12004.0	2.09
10000000	5000	2000	6	1	1	comm:scatter	0.14	139.74	0.0	1.0	0.2
10000000	5000	2000	6	1	1	comp:drift	10.78	5.38	10.58	2000.0	15.4
10000000	5000	2000	6	1	1	comp:histo	16.34	8.17	3.31	2000.0	23.36
10000000	5000	2000	6	1	1	comp:kick	40.0	20.0	4.69	2000.0	57.2
10000000	5000	2000	6	1	1	Other	0.23	231.14	0.0	1.0	0.33
10000000	5000	2000	6	1	1	total_time	70.0	69994.39	0.0	1.0	100.0
10000000	5000	2000	7	1	1	comm:bcast	0.38	0.06	118.96	6001.0	0.46
10000000	5000	2000	7	1	1	comm:gather	0.13	126.77	0.0	1.0	0.15
10000000	5000	2000	7	1	1	comm:histo_extra	14.4	7.2	91.52	2000.0	17.59
10000000	5000	2000	7	1	1	comm:recv_task	2.5	0.21	625.58	12004.0	3.05
10000000	5000	2000	7	1	1	comm:scatter	0.18	183.64	0.0	1.0	0.22
10000000	5000	2000	7	1	1	comp:drift	8.75	4.38	17.66	2000.0	10.7
10000000	5000	2000	7	1	1	comp:histo	18.76	9.38	39.24	2000.0	22.92
10000000	5000	2000	7	1	1	comp:kick	36.45	18.23	13.72	2000.0	44.54
10000000	5000	2000	7	1	1	Other	0.28	281.6	0.0	1.0	0.34
10000000	5000	2000	7	1	1	total_time	81.84	81842.65	0.0	1.0	100.0
10000000	5000	2000	8	1	1	comm:bcast	0.4	0.07	37.61	6001.0	0.58
10000000	5000	2000	8	1	1	comm:gather	0.15	150.11	0.0	1.0	0.22
10000000	5000	2000	8	1	1	comm:histo_extra	16.58	8.29	39.81	2000.0	23.87
10000000	5000	2000	8	1	1	comm:recv_task	3.04	0.26	921.8	12004.0	4.37
10000000	5000	2000	8	1	1	comm:scatter	0.19	192.22	0.0	1.0	0.28
10000000	5000	2000	8	1	1	comp:drift	6.31	3.16	13.49	2000.0	9.07
10000000	5000	2000	8	1	1	comp:histo	13.89	6.94	10.42	2000.0	19.9
10000000	5000	2000	8	1	1	comp:kick	28.8	14.4	6.96	2000.0	41.36
10000000	5000	2000	8	1	1	Other	0.26	255.52	0.0	1.0	0.37
10000000	5000	2000	8	1	1	total_time	69.62	69623.08	0.0	1.0	100.0
10000000	5000	2000	9	1	1	comm:bcast	0.32	0.05	22.71	6001.0	0.61
10000000	5000	2000	9	1	1	comm:gather	0.14	138.0	0.0	1.0	0.26
10000000	5000	2000	9	1	1	comm:histo_extra	1.27	0.64	280.76	2000.0	2.4
10000000	5000	2000	9	1	1	comm:recv_task	0.85	0.07	2441.57	12004.0	1.56
10000000	5000	2000	9	1	1	comm:scatter	1.52	1517.04	0.0	1.0	2.75
10000000	5000	2000	9	1	1	comp:drift	9.3	4.65	5.55	2000.0	17.61
10000000	5000	2000	9	1	1	comp:histo	11.1	5.55	6.56	2000.0	21.0
10000000	5000	2000	9	1	1	comp:kick	28.2	14.1	7.92	2000.0	53.37
10000000	5000	2000	9	1	1	Other	0.23	230.74	0.0	1.0	0.44
10000000	5000	2000	9	1	1	total_time	52.92	52926.08	0.0	1.0	100.0
10000000	5000	2000	10	1	1	comm:bcast	0.32	0.05	21.51	6001.0	0.7
10000000	5000	2000	10	1	1	comm:gather	0.14	132.86	0.0	1.0	0.29
10000000	5000	2000	10	1	1	comm:histo_extra	0.95	0.48	259.96	2000.0	2.04
10000000	5000	2000	10	1	1	comm:recv_task	2.53	0.21	3114.58	12004.0	5.38
10000000	5000	2000	10	1	1	comm:scatter	0.53	530.92	0.0	1.0	1.12
10000000	5000	2000	10	1	1	comp:drift	7.73	3.86	3.78	2000.0	16.6
10000000	5000	2000	10	1	1	comp:histo	9.71	4.86	3.8	2000.0	20.86
10000000	5000	2000	10	1	1	comp:kick	24.46	12.23	9.18	2000.0	52.54
10000000	5000	2000	10	1	1	Other	0.22	218.72	0.0	1.0	0.47
10000000	5000	2000	10	1	1	total_time	46.58	46580.74	0.0	1.0	100.0
10000000	5000	2000	11	1	1	comm:bcast	0.31	0.05	22.01	6001.0	0.7
10000000	5000	2000	11	1	1	comm:gather	0.14	132.15	0.0	1.0	0.3
10000000	5000	2000	11	1	1	comm:histo_extra	1.0	0.5	243.08	2000.0	2.24
10000000	5000	2000	11	1	1	comm:recv_task	3.08	0.26	1952.84	12004.0	6.74
10000000	5000	2000	11	1	1	comm:scatter	2.17	2170.45	0.0	1.0	4.44
